Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEB-248 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HEB-248 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECf-249 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECf-249 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HECf-249 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECf-251 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted LECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted LECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECf-251 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Depleted HECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Depleted HECf-251 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Iron Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Iron Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Redstone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Redstone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Quartz
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Quartz Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Quartz Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Obsidian
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Obsidian Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Obsidian Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Nether Brick
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Nether Brick Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Nether Brick Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Glowstone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Glowstone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lapis
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Lapis Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Lapis Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Gold Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Gold Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Prismarine
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Prismarine Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Prismarine Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Slime Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Slime Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten End Stone
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-End Stone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-End Stone Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Purpur
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Purpur Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Purpur Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Diamond
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Diamond Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Diamond Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Emerald
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Emerald Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Emerald Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Copper Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Copper Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Tin Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Tin Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Lead Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Lead Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Boron Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Boron Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Lithium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Lithium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Magnesium
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Magnesium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Magnesium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manganese
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Manganese Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Manganese Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Aluminum Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Aluminum Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Silver Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Silver Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Fluorite
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Fluorite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Fluorite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Villiaumite
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Villiaumite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Villiaumite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Carobbiite
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Carobbiite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Carobbiite Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Arsenic Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Arsenic Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Nitrogen Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Nitrogen Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Helium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Helium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Enderium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Enderium Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK-Cryotheum Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK-Cryotheum Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Etching Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Plastic
extracells:pattern.fluid:0, ME Fluid Pattern: LPG
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Kerosene
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Chloride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Nitrate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Lead Nitrate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Tungstate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Lead Tungstate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Silicon
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Yttrium Aluminum Garnet
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neodymium Doped YAG
extracells:pattern.fluid:0, ME Fluid Pattern: Boiling Wheat Wort
extracells:pattern.fluid:0, ME Fluid Pattern: Boiling Potato Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Boiling Verdigris
extracells:pattern.fluid:0, ME Fluid Pattern: Boiling Beetroot Soup
extracells:pattern.fluid:0, ME Fluid Pattern: Ale
extracells:pattern.fluid:0, ME Fluid Pattern: Potato Vodka
extracells:pattern.fluid:0, ME Fluid Pattern: Inner Fire Ale
extracells:pattern.fluid:0, ME Fluid Pattern: Umber Ale [WIP]
extracells:pattern.fluid:0, ME Fluid Pattern: Absinthe
extracells:pattern.fluid:0, ME Fluid Pattern: Snowpoff Vodka
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Antimony
extracells:pattern.fluid:0, ME Fluid Pattern: Creeper Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Calcium
extracells:pattern.fluid:0, ME Fluid Pattern: Calciumcarbonate
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorite
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Glyceryl
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Helium3
extracells:pattern.fluid:0, ME Fluid Pattern: Heliumplasma
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury
extracells:pattern.fluid:0, ME Fluid Pattern: Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrocoalfuel
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogendioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Sodiumpersulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Wolframium
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Fiber
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrocarbon
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Compressed Air
extracells:pattern.fluid:0, ME Fluid Pattern: Electrolyzed Water
extracells:pattern.fluid:0, ME Fluid Pattern: Biofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Witherite Water
extracells:pattern.fluid:0, ME Fluid Pattern: Barium Nitrate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Molten TNT
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Baratol
extracells:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
extracells:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
extracells:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
extracells:pattern.fluid:0, ME Fluid Pattern: Hootch
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Fire Water
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid XP
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
extracells:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Crude
extracells:pattern.fluid:0, ME Fluid Pattern: Light Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Natural Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Oil Residue
extracells:pattern.fluid:0, ME Fluid Pattern: Wood Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Mithril
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Osmium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tungsten
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable:0, ME Portable Fluid Storage
extracells:storage.fluid.portable:0, ME Portable Fluid Storage
extracells:storage.gas.portable:0, ME Portable Gas Storage
extracells:storage.gas.portable:0, ME Portable Gas Storage
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade:2, ME Upgrade (Tier 1)
extracells:oc.upgrade:1, ME Upgrade (Tier 2)
extracells:oc.upgrade:0, ME Upgrade (Tier 3)
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock, ME Fluid Interface
extracells:fluidfiller, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive
extracells:vibrantchamberfluid, Fluid Vibration Chamber
nuclearcraft:ore:0, Copper Ore
nuclearcraft:ore:1, Tin Ore
nuclearcraft:ore:2, Lead Ore
nuclearcraft:ore:3, Thorium Ore
nuclearcraft:ore:4, Uranium Ore
nuclearcraft:ore:5, Boron Ore
nuclearcraft:ore:6, Lithium Ore
nuclearcraft:ore:7, Magnesium Ore
nuclearcraft:ingot_block:0, Copper Block
nuclearcraft:ingot_block:1, Tin Block
nuclearcraft:ingot_block:2, Lead Block
nuclearcraft:ingot_block:3, Thorium Block
nuclearcraft:ingot_block:4, Uranium Block
nuclearcraft:ingot_block:5, Boron Block
nuclearcraft:ingot_block:6, Lithium Block
nuclearcraft:ingot_block:7, Magnesium Block
nuclearcraft:ingot_block:8, Graphite Block
nuclearcraft:ingot_block:9, Beryllium Block
nuclearcraft:ingot_block:10, Zirconium Block
nuclearcraft:ingot_block:11, Manganese Block
nuclearcraft:ingot_block:12, Aluminum Block
nuclearcraft:ingot_block:13, Silver Block
nuclearcraft:ingot_block:14, Manganese Oxide Block
nuclearcraft:ingot_block:15, Manganese Dioxide Block
nuclearcraft:fertile_isotope:0, Uranium-238 Block
nuclearcraft:fertile_isotope:1, Neptunium-237 Block
nuclearcraft:fertile_isotope:2, Plutonium-242 Block
nuclearcraft:fertile_isotope:3, Americium-243 Block
nuclearcraft:fertile_isotope:4, Curium-246 Block
nuclearcraft:fertile_isotope:5, Berkelium-247 Block
nuclearcraft:fertile_isotope:6, Californium-252 Block
nuclearcraft:supercold_ice, Supercold Ice
nuclearcraft:heavy_water_moderator, Heavy Water Moderator
nuclearcraft:nuclear_furnace, Nuclear Furnace
nuclearcraft:manufactory, Manufactory
nuclearcraft:separator, Separator
nuclearcraft:decay_hastener, Decay Hastener
nuclearcraft:fuel_reprocessor, Fuel Reprocessor
nuclearcraft:alloy_furnace, Alloy Furnace
nuclearcraft:infuser, Fluid Infuser
nuclearcraft:melter, Melter
nuclearcraft:supercooler, Supercooler
nuclearcraft:electrolyzer, Electrolyzer
nuclearcraft:assembler, Assembler
nuclearcraft:ingot_former, Ingot Former
nuclearcraft:pressurizer, Pressurizer
nuclearcraft:chemical_reactor, Chemical Reactor
nuclearcraft:salt_mixer, Salt Mixer
nuclearcraft:crystallizer, Crystallizer
nuclearcraft:enricher, Fluid Enricher
nuclearcraft:extractor, Fluid Extractor
nuclearcraft:centrifuge, Centrifuge
nuclearcraft:rock_crusher, Rock Crusher
nuclearcraft:machine_interface, Machine Interface
nuclearcraft:rtg_uranium, Uranium RTG
nuclearcraft:rtg_plutonium, Plutonium RTG
nuclearcraft:rtg_americium, Americium RTG
nuclearcraft:rtg_californium, Californium RTG
nuclearcraft:solar_panel_basic, Basic Solar Panel
nuclearcraft:solar_panel_advanced, Advanced Solar Panel
nuclearcraft:solar_panel_du, DU Solar Panel
nuclearcraft:solar_panel_elite, Elite Solar Panel
nuclearcraft:decay_generator, Decay Generator
nuclearcraft:voltaic_pile_basic, Basic Voltaic Pile
nuclearcraft:voltaic_pile_advanced, Advanced Voltaic Pile
nuclearcraft:voltaic_pile_du, DU Voltaic Pile
nuclearcraft:voltaic_pile_elite, Elite Voltaic Pile
nuclearcraft:lithium_ion_battery_basic, Basic Lithium Ion Battery
nuclearcraft:lithium_ion_battery_advanced, Advanced Lithium Ion Battery
nuclearcraft:lithium_ion_battery_du, DU Lithium Ion Battery
nuclearcraft:lithium_ion_battery_elite, Elite Lithium Ion Battery
nuclearcraft:bin, Universal Bin
nuclearcraft:fission_casing, Fission Reactor Casing
nuclearcraft:fission_glass, Fission Reactor Glass
nuclearcraft:fission_conductor, Fission Reactor Conductor
nuclearcraft:fission_monitor, Fission Reactor Monitor (WIP)
nuclearcraft:fission_reflector:0, Beryllium-Carbon Neutron Reflector
nuclearcraft:fission_reflector:1, Lead-Steel Neutron Reflector
nuclearcraft:fission_power_port, Fission Reactor Power Port
nuclearcraft:fission_vent, Fission Reactor Vent
nuclearcraft:fission_irradiator, Fission Neutron Irradiator
nuclearcraft:fission_source:0, Ra-Be Fission Neutron Source
nuclearcraft:fission_source:1, Po-Be Fission Neutron Source
nuclearcraft:fission_source:2, Cf-252 Fission Neutron Source
nuclearcraft:fission_shield:0, Boron-Silver Fission Neutron Shield
nuclearcraft:fission_computer_port, Fission Computer Port (WIP)
nuclearcraft:fission_irradiator_port, Fission Neutron Irradiator Port
nuclearcraft:fission_cell_port, Fission Fuel Cell Port
nuclearcraft:fission_vessel_port, Fission Fuel Vessel Port
nuclearcraft:fission_heater_port:0, Standard Fission Coolant Heater Port
nuclearcraft:fission_heater_port:1, Iron Fission Coolant Heater Port
nuclearcraft:fission_heater_port:2, Redstone Fission Coolant Heater Port
nuclearcraft:fission_heater_port:3, Quartz Fission Coolant Heater Port
nuclearcraft:fission_heater_port:4, Obsidian Fission Coolant Heater Port
nuclearcraft:fission_heater_port:5, Nether Brick Fission Coolant Heater Port
